usr,q4_sent,q4_received,q4_access,q4_comments_on_sent,q4_comments_on_received,q4_likes_on_sent,q4_likes_on_received,working_days
AWSUS#1lsvDN65HNpSFY+zYYnPDA==,0,0,4,0,0,0,0,510
AWSUS#sDXQPdJ3IbMMEqIw7Z/iGw==,0,1,121,0,1,0,2,4074
AWSUS#uzch4MNgs/WYwQO7QT0e9g==,0,0,6,0,0,0,0,3610
AWSUS#X6pYo5pMgx0ubdzI/5SpOg==,0,0,0,0,0,0,0,292
AWSUS#dq6QvEm5RgMw36EYrMNK+Q==,0,0,0,0,0,0,0,138
AWSUS#PceR4b9A36RbKAUS2uW6WQ==,8,0,159,8,0,51,0,676
AWSUS#H/HbzEVO45aUISZdzfAjTw==,15,0,128,14,0,40,0,1090
AWSUS#NbfsS7kBLSYRNCi3rs+9uw==,0,0,0,0,0,0,0,2983
AWSUS#wbEyVytmVRcIVlz6quSlsw==,0,0,2,0,0,0,0,437
AWSUS#LxHL7zjFrKTVl7Z6kOv7uA==,0,0,0,0,0,0,0,3598
AWSUS#rtDtgf4RjqC1J0FYYTpIHg==,0,0,5,0,0,0,0,681
AWSUS#uI3xTiPmgGBPTcwNv/yDMQ==,0,0,16,0,0,0,0,488
AWSUS#KxCmEzJoZlbfRJlYYLeLnw==,0,0,56,0,0,0,0,159
AWSUS#Dramu5VP4fwMeY1TZ5OOSA==,52,1,369,109,1,405,3,434
AWSUS#k0EusB+r6fnF0Uio8BTNoQ==,0,0,95,0,0,0,0,13
AWSUS#P6AU/mec43QCbsms+zLPxg==,0,0,188,0,0,0,0,622
AWSUS#NY3QMRxxl7+Ez21onBxKeg==,0,0,2,0,0,0,0,2793
AWSUS#gQlw7PmIIvYun0MGtpNnFw==,4,3,480,8,1,12,17,4074
AWSUS#4rBf45/n5zsviRzWls8Eag==,0,0,0,0,0,0,0,3675
AWSUS#BIxsqAkPtNyvLlICj3cC/Q==,36,1,53,0,0,792,4,4074
AWSUS#t7WVeLu0C0igLWbQoKqQtw==,4,0,145,0,0,4,0,83
AWSUS#vKfDStSj5O7k3lzYc8Kt/A==,0,0,25,0,0,0,0,230
AWSUS#J/Pru5ogc2sxhdPiBPFvxg==,0,0,13,0,0,0,0,3258
AWSUS#udTxHRMXlqCP+IfxMnV5lA==,0,0,14,0,0,0,0,630
AWSUS#Qckkq9Aky9O3QscjFJ5ufA==,0,0,0,0,0,0,0,303
AWSUS#VjYydTuPhK0QtAUkUITkbg==,4,1,177,4,0,4,2,64
AWSUS#OxnDkA3pp5MkRE+I7nKY3w==,0,0,51,0,0,0,0,169
AWSUS#XUGjp6MMrJBFvTZ6qX0CGA==,0,0,35,0,0,0,0,376
AWSUS#rtikiZ15G4MoCTdbbikYXg==,13,0,463,8,0,42,0,1231
AWSUS#/afyXO5U+PL3G1yCufRurA==,0,0,0,0,0,0,0,55
AWSUS#BtZWipNfOu8SzgGVo1NUzg==,0,0,5,0,0,0,0,78
AWSUS#BOtw8GsjWe2xUUr2C0tg7A==,12,1,370,0,0,42,6,756
AWSUS#WdEQO1KpABfvOdpJNbXbQg==,0,0,0,0,0,0,0,546
AWSUS#9dwBlk/C4nhoi8nKbNdXpw==,0,0,2,0,0,0,0,179
AWSUS#fL6/8zrUbaq+BdgjLcRiEw==,0,0,21,0,0,0,0,587
AWSUS#KPFKTBfysDQH+Xib6R38Tg==,18,5,3538,24,6,84,19,736
AWSUS#Zh8cv1YBx7sd/DdOgcXUhA==,0,0,5,0,0,0,0,3462
AWSUS#Xy2HooOiU9GzQmFo/cdfPg==,0,0,1,0,0,0,0,680
AWSUS#9AXpiOTzRgnf5vNl4d+Y8g==,0,0,0,0,0,0,0,474
AWSUS#h7kO2YHtHfjkl3wunhho5A==,0,0,1,0,0,0,0,2568
AWSUS#m71o3AuQcgA1/63yvLRSHg==,0,0,0,0,0,0,0,3661
AWSUS#mqUGQeUG26p38UESyNFGSA==,0,0,4,0,0,0,0,78
AWSUS#bEfQZN7/sykDyKSS9AtWJg==,0,0,1,0,0,0,0,231
AWSUS#qtbun3lZLO2z3BVekuI3jQ==,0,2,1,0,2,0,14,4074
AWSUS#9XEbHSEQ+f7HNOe77Fnk5w==,0,0,1,0,0,0,0,4074
AWSUS#2gvExjxBVHO2XzU5xiwGvA==,0,0,17,0,0,0,0,216
AWSUS#+sG+M7mZ4nJ969fOHJGBMQ==,0,0,0,0,0,0,0,2802
AWSUS#PawdR47rEVjc1Xlb8jMqAA==,0,0,6,0,0,0,0,467
AWSUS#+9ybAJq0arYf4CJ7UfuUuw==,0,0,0,0,0,0,0,2562
AWSUS#kDzd91sHboF35QNgWc9W0w==,0,0,0,0,0,0,0,78
AWSUS#Ov7AnRJgVcXMTzZZLH1I3w==,12,0,378,0,0,31,0,343
AWSUS#X6s2w8NRNto+c798RHW6CA==,3,0,141,0,0,16,0,183
AWSUS#H2dkhdF/ungkxTZ8cgcL1A==,0,0,15,0,0,0,0,3594
AWSUS#pE9s+KHDokHBAuZp3NKTwA==,0,0,7,0,0,0,0,420
AWSUS#QlU3vF+uNx9hXjXU/aS5kw==,0,0,0,0,0,0,0,2742
AWSUS#n03Gnf6KXh8Kx2SeGgH1cA==,0,0,0,0,0,0,0,856
AWSUS#+mOlUBDafR8yaAKA1/DZZw==,0,0,50,0,0,0,0,203
AWSUS#1PYXZQFqgq2fRFxMdfIxSg==,0,0,0,0,0,0,0,2428
AWSUS#ZS6dd8mN3yhqHeVbxiFkjQ==,0,0,16,0,0,0,0,750
AWSUS#y7kD+MSe6WIVBhnLxhkKgA==,0,0,0,0,0,0,0,159
AWSUS#tqjJmropOHQ+wjOVgDXZkw==,0,0,139,0,0,0,0,497
AWSUS#1BtF+tfLcatW/43dBhhWHg==,0,0,49,0,0,0,0,155
AWSUS#FQ5qkVxuA2mNhmZNtQF93A==,0,0,0,0,0,0,0,370
AWSUS#TjvesPHB/rElbH+0QrjPeg==,0,0,0,0,0,0,0,2
AWSUS#1RazcPeptit+pKas6A8q/g==,0,0,13,0,0,0,0,223
AWSUS#NVFJmcJWVsNRt2wAbQk0NA==,0,0,105,0,0,0,0,86
AWSUS#w7SuqabHAEGo+e3b1A+FLA==,0,0,0,0,0,0,0,68
AWSUS#OJNq9eAsB8L5lXkrusAduA==,0,0,103,0,0,0,0,71
AWSUS#vEtwSo25G+68zoFxQKFzlA==,3,0,142,0,0,3,0,545
AWSUS#Gg+1eYwnWJK3kiH9KHFTzg==,0,0,0,0,0,0,0,2428
AWSUS#4SiQZOnUkTCODbxYohB39w==,16,1,128,0,0,84,6,4041
AWSUS#jlaQH0xPqycJ0xR9YC9Hhw==,0,0,0,0,0,0,0,3096
AWSUS#NI9uxAqQx1ko7rcQxr+U2A==,0,0,299,0,0,0,0,448
AWSUS#pjSUxjMRFjd3i0PhE9Opgg==,0,0,9,0,0,0,0,3173
AWSUS#HCOl+gnBCkgDbtRaR1E9rA==,0,0,6,0,0,0,0,133
AWSUS#Rz3rQD58/3p/VxBn1MDneQ==,0,0,212,0,0,0,0,378
AWSUS#BL4DBtZDoAtb3FYnF/89wg==,0,0,0,0,0,0,0,2750
AWSUS#YHp8hUJ8wGGNxxYY1iduKg==,0,0,62,0,0,0,0,181
AWSUS#ZvLPciVMMEA511+qS/0V6A==,0,0,0,0,0,0,0,371
AWSUS#9hzZbmz7VRFFVDnkUSQ5sQ==,0,1,90,0,0,0,2,1224
AWSUS#50pcrS4/YgrFp7Kd+nTSqA==,7,0,238,7,0,42,0,112
AWSUS#bbZqmXDRkBXPO3gXmF9RMA==,0,0,0,0,0,0,0,244
AWSUS#7lHLXC6F6NTGFROKnb2Nvw==,0,0,2,0,0,0,0,121
AWSUS#OmJAdNF+hla853Gmt3ezcA==,23,0,212,28,0,186,0,708
AWSUS#sXBiDSrdLDdgYsTEWbHlFw==,11,2,25,21,1,39,4,3650
AWSUS#kNzTSj6jRhr41AqYTpZxFA==,0,0,38,0,0,0,0,3444
AWSUS#g2oLMwLWCrumnUlxm4zp3w==,0,2,14,0,0,0,9,4074
AWSUS#jjdS1kLzzxSzrSk7CGbwjA==,0,0,9,0,0,0,0,587
AWSUS#3Jmo1Pu7eADl13ub7tLX3g==,0,0,9,0,0,0,0,118
AWSUS#1ysv643uwZ/cLhipD/AIiQ==,0,0,108,0,0,0,0,539
AWSUS#IR5MWsMiiYs7+8DR0tU1CA==,0,0,0,0,0,0,0,395
AWSUS#NY1ir9wPfX5+e5T1kgbwHw==,0,0,0,0,0,0,0,159
AWSUS#FlBzyfVqM6wMkK9Un5njoQ==,0,0,50,0,0,0,0,4074
AWSUS#z0Y6y6sTn8R3YsZRO9s9XA==,0,0,34,0,0,0,0,437
AWSUS#jvwhQl+URKa6o/iYqBWjfA==,7,0,102,0,0,35,0,488
AWSUS#28Tdb5H5f1/W+6GwRJijEQ==,0,0,2,0,0,0,0,4074
AWSUS#5b9vKIxXarYwnOCyu7dWRg==,0,0,0,0,0,0,0,300
AWSUS#dFBFAa41/5CNbr0+m/UeUw==,3,0,255,0,0,12,0,596
AWSUS#jnIdCq+u+xJHRQx1288p/g==,0,2,117,0,0,0,1,658
AWSUS#aNmQuemTlm1n1DoJypTavA==,0,0,4,0,0,0,0,2747
AWSUS#l92hYcGeEGb9nAqvH99BjQ==,0,0,45,0,0,0,0,195
AWSUS#3ysAbN3I9yLfsBkmkwtWMg==,0,0,16,0,0,0,0,376
AWSUS#7/p3Ixmu0yUjxLhP+O9IqQ==,0,5,45,0,3,0,25,4074
AWSUS#7PctK4InpKRoXv9Gg/vM9w==,0,0,16,0,0,0,0,3347
AWSUS#b6OLM6oJkLhomq4y4FsMIQ==,0,0,33,0,0,0,0,911
AWSUS#MMMvEZHyQ8nydYKLZqnvoA==,0,0,0,0,0,0,0,2793
AWSUS#lbP6/x6XYwzbhMzA8xsmDw==,0,0,12,0,0,0,0,2807
AWSUS#VUrRLIGOiPF6mNXRPm4vqg==,0,0,0,0,0,0,0,29
AWSUS#tY822ubbFRrELKQJaU2AVw==,0,0,6,0,0,0,0,55
AWSUS#gRm8sZAdEWcZy/IijISAoQ==,0,0,0,0,0,0,0,2565
AWSUS#BZlEaLLzwUoFJy/sd6Pffg==,0,0,0,0,0,0,0,2884
AWSUS#/J8tdgXXdDL4fmIIlsnYbQ==,0,9,42,0,3,0,29,4074
AWSUS#lgexRWjpb0559IPrfW0S3Q==,0,0,1,0,0,0,0,650
AWSUS#p7mzqUMVqgiUL9bh4h0AXA==,0,0,0,0,0,0,0,126
AWSUS#6Lw7axnTiruheHKIlG3/Qw==,0,0,4,0,0,0,0,2625
AWSUS#QRJ+glV5TUuI5ionEPfOzg==,0,0,0,0,0,0,0,39
AWSUS#hhaPxMcdmnd9EOgNttK0Ow==,0,0,0,0,0,0,0,497
AWSUS#ORgvGnuMzyL3DQu/1NrXtQ==,0,0,0,0,0,0,0,2584
AWSUS#MmcsFJl6FtwN4BHnLERObQ==,4,9,167,0,6,0,26,4074
AWSUS#aB5dLV+i0mILZet4SmQHdg==,0,0,1,0,0,0,0,2530
AWSUS#qUuucBmgqD9sR8bZ01jIlA==,0,0,9,0,0,0,0,463
AWSUS#6xVnrYmTmMiw88SKfNZbuQ==,4,0,527,4,0,8,0,111
AWSUS#rKNbPAq6Ns3vQpRnI80xiw==,0,1,33,0,1,0,1,782
AWSUS#dcUbrQvAERhqvi/BmumBHg==,0,0,69,0,0,0,0,624
AWSUS#4AeLL02kkm9xh4SC2B5rVg==,0,0,1,0,0,0,0,1240
AWSUS#LvxbzPutXfQAaDJUquQjsQ==,0,0,0,0,0,0,0,2927
AWSUS#Moa2LdNk9zNUHWI+D4KjOw==,0,0,7,0,0,0,0,2666
AWSUS#gaC+d5HpfPQjsQyI+HHMqA==,0,0,0,0,0,0,0,2513
AWSUS#GWpeR9z7boiJMQo6bbyxUA==,18,2,11356,33,4,103,6,4074
AWSUS#5xWZ/cR1Ou6dnTdoPWjbqg==,0,0,499,0,0,0,0,147
AWSUS#yGabiYsSfgGU6ivWl5RG8Q==,0,0,6,0,0,0,0,3217
AWSUS#nYLQTR/h3ti8uM+3qZqHoQ==,0,0,0,0,0,0,0,787
AWSUS#3Zl85zgRjFMTuZmitSK2/g==,11,0,49,0,0,43,0,337
AWSUS#t+UM/9CkKGnEQVfsmPtiyA==,0,1,11,0,0,0,1,4074
AWSUS#ZfYVMIwz52e5w930jcVrAA==,0,0,35,0,0,0,0,3355
AWSUS#Wq1FcfTtr2ecvwsQYQkQIA==,0,0,209,0,0,0,0,48
AWSUS#gNyh5ywDCUZ1B4MX7+Pb9g==,0,0,0,0,0,0,0,3343
AWSUS#XUZouWYXGYGVSEj9pQBkLQ==,0,2,10,0,1,0,5,4074
AWSUS#FnEPdXrj4BN/ac42cbdoeg==,0,0,2,0,0,0,0,3078
AWSUS#lxAY0fMKX4kOCaTG24bOtQ==,3,0,13,6,0,6,0,478
AWSUS#xXq3DRPZF8/JpL4VRf/afA==,60,2,552,65,3,165,4,134
AWSUS#MKu1BT+xFyaL771ylbGmVw==,0,2,564,0,0,0,0,736
AWSUS#6Jtsio9P3x/Gtv9t3VRYCA==,0,0,124,0,0,0,0,316
AWSUS#DCH8XA3MqRJ2CtFi3ki0EA==,0,0,0,0,0,0,0,2622
AWSUS#Kqez484BbL6+FnarJhGAMg==,0,1,3,0,1,0,3,407
AWSUS#nzXhvq05SMTmN1sCQpCbaQ==,0,0,0,0,0,0,0,3455
AWSUS#ak9GIx+iIcnYP+B9dY0aAA==,0,0,38,0,0,0,0,155
AWSUS#7XSXu6uRsDdv7AbeLCniYA==,0,0,3,0,0,0,0,4074
AWSUS#LsGkwD7hHNxLWqsqU/ooGA==,0,0,3,0,0,0,0,2790
AWSUS#k2GtfO43fN8V1Nb3T/bEUw==,8,0,4169,0,0,26,1,4074
AWSUS#1qENApcfnmS/8y+vfUOMyQ==,0,0,0,0,0,0,0,2443
AWSUS#jrxY6yRuDasi3fu0Ws7amQ==,0,0,16,0,0,0,0,141
AWSUS#OtmiICyTBWFZtX/K+XwQMg==,0,0,17,0,0,0,0,4074
AWSUS#LO5/u0d+YIIMVCAmDSA8fw==,0,0,22,0,0,0,0,511
AWSUS#IgyGhRfr0IXzW7PM8ZcbAg==,0,1,24,0,2,0,3,4074
AWSUS#08aZKUJXBHqiQmekQQTisw==,0,0,0,0,0,0,0,3017
AWSUS#sHKWmioWWvbqjcV3lEeioA==,0,0,92,0,0,0,0,438
AWSUS#aykOPI4Wu7HI+1QFOoISHQ==,0,0,340,0,0,0,0,392
AWSUS#bLggSmYLcggNJ+UOCsuDpg==,0,0,0,0,0,0,0,85
AWSUS#hGR3HGxjOtF24+thZUG0/w==,0,0,0,0,0,0,0,3591
AWSUS#dKJWT6nuQEbhMo0BhVd+bw==,0,0,25,0,0,0,0,516
AWSUS#oIxqha/qU1L5Ofp6VbyWPw==,0,0,73,0,0,0,0,4074
AWSUS#wMu5NbDDuwWkAy9nz1R6Jg==,0,1,232,0,3,0,3,4074
AWSUS#jC+ClTECmlpATZo1foiRMg==,0,1,20,0,0,0,0,476
AWSUS#BUhRXJsHCqI1Q+mGcwBUQw==,0,2,14,0,1,0,12,4074
AWSUS#pKmfjzh+EEJ6uk8x8uRJ8w==,4,1,260,0,0,4,3,4074
AWSUS#e6QyUknZrnLGUKbiaqd0DQ==,0,0,0,0,0,0,0,2467
AWSUS#64xx5Y5HshRZJlVYO2a2lw==,0,0,0,0,0,0,0,122
AWSUS#xMZ7sm/UYk9zG7cn8fajeQ==,0,0,0,0,0,0,0,2641
AWSUS#B+xkUbBoEfRt9zsXxxVJDA==,0,0,62,0,0,0,0,41
AWSUS#lUuwd8x+dWGO0PvvX6umNA==,0,0,34,0,0,0,0,183
AWSUS#IjeR2D7VtC40QCvNd5hPUA==,0,0,33,0,0,0,0,925
AWSUS#xU5jTH43OtIvTZ9PdVZ1iA==,0,0,6,0,0,0,0,2847
AWSUS#7bJvTR4RisIVoUg/hEs8Iw==,0,0,6,0,0,0,0,666
AWSUS#99zqWtDR7eYiXbGJIyaWDg==,0,3,130,0,0,0,9,203
AWSUS#bDuS8MX4eL8LVfQ4L6kmhQ==,21,1,185,31,1,84,7,4074
AWSUS#iJmR3jkcIM7Cc5MjaqnnAQ==,0,0,162,0,0,0,0,313
AWSUS#6I2mZ4Ir6hNKQELWTtZCkQ==,0,0,0,0,0,0,0,4074
AWSUS#ZScfs7A3MM6Ie8zsOTugxw==,0,0,0,0,0,0,0,2459
AWSUS#LbPc/Ar7SwZXc5OLphl6vg==,0,0,62,0,0,0,0,406
AWSUS#bJYfX3lNkGD0+yi5B74NYQ==,3,2,112,0,1,9,5,4074
AWSUS#OwjMlHiTrJ1O4rYJ98j8OQ==,0,0,0,0,0,0,0,5
AWSUS#OlXUVTHgxPdMk4s+7wp2VA==,0,1,67,0,0,0,0,729
AWSUS#M+X3DlafvfR0mBNkZXApBA==,0,0,6,0,0,0,0,313
AWSUS#a493aKwPK9SH0bVCLUqPnQ==,0,0,19,0,0,0,0,4074
AWSUS#pFw5TKs21MjtR4CPGrAScQ==,0,1,39,0,1,0,2,768
AWSUS#cg5fOICIHtDD3k0AzXOC6Q==,0,1,60,0,0,0,4,326
AWSUS#0XZDbIk6J/zoRDIuGkwWCg==,0,0,203,0,0,0,0,97
AWSUS#aXtHLN1Ia+eZuxuO52uLdQ==,0,0,0,0,0,0,0,2906
AWSUS#Bo0pijBSVxkbh92+Fbt7JQ==,0,0,931,0,0,0,0,565
AWSUS#aX8W8YOLv8TCW5pQRjYvfw==,0,0,0,0,0,0,0,2416
AWSUS#WVPxuup8+3BMJ33SPZe2PA==,0,0,59,0,0,0,0,539
AWSUS#2aNx602rbU06592fyaOt4g==,0,0,3,0,0,0,0,2880
AWSUS#Z9TALgdDfwLunI3Xe4q5xg==,0,0,0,0,0,0,0,97
AWSUS#A9KX6kYb0Zt6MuFez3UEIA==,0,0,21,0,0,0,0,159
AWSUS#PTxi0u2m4hsCm0rT27IKbQ==,0,0,0,0,0,0,0,2863
AWSUS#kCtsnM5V1bkomBNCD3EUbA==,0,0,2,0,0,0,0,742
AWSUS#GDMJDVCh0C4Y1GV1aiIV5A==,0,1,76,0,0,0,2,719
AWSUS#QbcG/h6SYxUxkQ8OSHBhjA==,0,0,13,0,0,0,0,399
AWSUS#tqATmvX6ybrlU15VTLNqvQ==,0,0,12,0,0,0,0,203
AWSUS#AnieZIM7hGDjRaGm0SGkeA==,0,0,0,0,0,0,0,846
AWSUS#75xB9GhGwHGhNGeowZGnKw==,0,0,0,0,0,0,0,886
AWSUS#8cOHVe9YlGt/U1qsinkBwg==,0,0,0,0,0,0,0,2832
AWSUS#BDj9oSRHJnyYN9P/XmH3sw==,0,0,5,0,0,0,0,615
AWSUS#dsQsu1flDf2VAs1YGg//wg==,0,1,122,0,0,0,4,55
AWSUS#ELp3aPAaWapdihsxVerJRA==,0,0,0,0,0,0,0,2489
AWSUS#BxqZKIABUPUtO96Si3OCkw==,0,3,72,0,2,0,11,4074
AWSUS#MRmMSTxtlGPpYAj3KCWzQg==,0,0,0,0,0,0,0,2606
AWSUS#f6sw+w/E91LrHJ48hhuqgA==,0,0,0,0,0,0,0,262
AWSUS#CNwVgfsC6TuIdOBnkBTuZQ==,24,0,78,0,0,288,0,406
AWSUS#zBAGzuxcSaBpT62vAjjwYg==,0,0,0,0,0,0,0,4074
AWSUS#S3Hs3sTn0L0ihRJ+O+qQcw==,0,1,27,0,0,0,2,336
AWSUS#0rb8FEaQfmEUxjCz9QyZKw==,23,0,27,4,0,255,1,630
AWSUS#IXrQ4e4kZ1293QEM95JEIg==,0,0,2,0,0,0,0,382
AWSUS#rXbo204go471BAvFFsOHpA==,0,0,25,0,0,0,0,687
AWSUS#qEzu3r+cHPuPH3UfwmdAdg==,43,0,147,0,0,191,0,4074
AWSUS#YwQPU5uyHLlzcT2K17ec8w==,58,0,164,0,0,1450,0,4074
AWSUS#nRsIl7jXru6S8ldsqKp5PA==,0,0,0,0,0,0,0,2423
AWSUS#dLkCGKgFtOSIMJFWjE2raA==,12,0,54,0,1,44,3,4074
AWSUS#ZBbBNhLXo7pC7vusQdYfnw==,0,0,5,0,0,0,0,3363
AWSUS#QFJ1d5XVG68w2AYTEHxv9Q==,0,0,0,0,0,0,0,2853
AWSUS#8Z6sWN1Q5ndDhCOz0Nujng==,0,0,971,0,0,0,0,105
AWSUS#3o+LOf/Wohn3bSbOJzhRIw==,0,0,0,0,0,0,0,2943
AWSUS#8nGMDorwWaHqv3WrLG9dnA==,0,0,70,0,0,0,0,617
AWSUS#gsYB4eWXODt6S7aYnapbTg==,22,0,544,22,0,220,0,69
AWSUS#nqnKhoDx55AwGU/1zrY4cw==,0,0,2,0,0,0,0,498
AWSUS#ord+9W8e2Xoq3Y0oLUCXYw==,0,0,2,0,0,0,0,828
AWSUS#886t+pzD4u7ncInrZt9FCA==,0,0,0,0,0,0,0,3228
AWSUS#wYjW1LvL1bre4GwQnNIssA==,0,0,34,0,0,0,0,8
AWSUS#VmO+DIk6APFJR4WVxz26+A==,0,0,0,0,0,0,0,2576
AWSUS#CwNBoXKo9j0Qe6XDqXMHgw==,22,2,1088,70,2,192,7,814
AWSUS#AjA8CGtqQETRa9EZfpuRqg==,0,0,0,0,0,0,0,486
AWSUS#6zSZkhFSFdiYSZzx5RpFng==,0,0,0,0,0,0,0,3005
AWSUS#H9l03ItWOgsOleyME+OprQ==,6,0,298,0,0,24,0,3815
AWSUS#FyxKpGaC+78YueiTWtDmUg==,0,0,5,0,0,0,0,565
AWSUS#IOXjBcZ9v9tYg0hGHwlvVA==,6,0,186,0,0,12,0,678
AWSUS#YZHhr0wJXjRCmh7TLZpYVg==,0,0,0,0,0,0,0,2393
AWSUS#pbRJ1fMz51bvkgqmtwE9AQ==,0,0,93,0,0,0,0,385
AWSUS#LlyQPCCt56f2FI5xjwB9/Q==,0,0,0,0,0,0,0,2790
AWSUS#GqIGZ/Z5QRiwU+mWvCo96A==,3,0,193,0,0,0,0,309
AWSUS#/x0aMTa604+7kskLO61eRQ==,0,0,0,0,0,0,0,3070
AWSUS#D6s63k+ZCyKC6hqCNDymkA==,0,1,53,0,0,0,1,1170
AWSUS#fCVYgRysqwNpOnqwewO0Ug==,0,0,66,0,0,0,0,488
AWSUS#lC01AeBxKAnm6Wsp/bx8jg==,0,0,77,0,0,0,0,4074
AWSUS#2V9fOMDMQ9jJKh2sTJM/lg==,0,0,0,0,0,0,0,742
AWSUS#IPkwTGxCplNj690rNOUW6A==,8,0,101,0,0,40,0,47
AWSUS#1v7AlWtJZ/bkY5kT0gUU/A==,0,0,105,0,0,0,0,603
AWSUS#qAtbYF/qlDHmQnodFfw6nQ==,0,1,22,0,0,0,1,1231
AWSUS#8jq4qU2apHellSmFi8fqfA==,0,0,3,0,0,0,0,2697
AWSUS#GB672h8Nm24h+0Sd72g/iQ==,0,0,45,0,0,0,0,286
AWSUS#HmoUxRT27nYq7Ep0/tZr4Q==,0,0,9,0,0,0,0,425
AWSUS#xufIpalpWL+MFnwQFhBf2Q==,0,0,73,0,0,0,0,195
AWSUS#kvsUDJwakB6Oyzn9td2ZyA==,0,0,0,0,0,0,0,2633
AWSUS#z6lYx4hIkJQnUkD8asv60Q==,0,0,0,0,0,0,0,294
AWSUS#Fx+zGJt121KEt+0d7mrzjg==,0,2,269,0,2,0,8,4074
AWSUS#tUZqzLRt21CWQzRVUqIsHg==,0,0,0,0,0,0,0,159
AWSUS#3N6LuSLWFcjDS/pg9uckGw==,0,0,103,0,0,0,0,21
AWSUS#SO70cu2gXP193u8krcyKew==,0,0,0,0,0,0,0,8
AWSUS#IPkfqlVLRKdKlWv3AGdBzQ==,0,0,2,0,0,0,0,409
AWSUS#bG/+QTE2mAU85FY2g7MJ/A==,0,0,0,0,0,0,0,938
AWSUS#N+65UzdN5JKo3P4mvE8AKQ==,0,2,50,0,2,0,12,4074
AWSUS#mdHaNKNJYI9/lfT1OuhCoQ==,0,0,485,0,0,0,0,406
AWSUS#BoS9LA8sWVqIG3CYCDWh2w==,0,0,8,0,0,0,0,238
AWSUS#ZdSr+K4nMnqQRM0RsweOig==,6,0,977,0,0,36,0,427
AWSUS#vKcl7AZI9yJH8Asp7nMTbw==,0,0,2,0,0,0,0,2606
AWSUS#OIMEmfjaacS8EBYIrfCgNQ==,0,0,2,0,0,0,0,3335
AWSUS#BivOKffa6OfE+K+T6IxrnA==,3,0,72,0,0,14,0,664
AWSUS#Rf1xqN24YJYz9nJjw+3sfg==,5,5,7248,0,2,35,15,4074
AWSUS#+TyoNkiWiEMXByzrw5O2tA==,0,0,2,0,0,0,0,167
AWSUS#sdzBQG+ht0bMEGDw/toicw==,0,0,6,0,0,0,0,28
AWSUS#ZoUNY+lGInyb8epfuBD0mA==,0,0,19,0,0,0,0,518
AWSUS#MZkwkU5pBmJq68LawSUjFg==,0,0,0,0,0,0,0,552
AWSUS#uPdy50vjW61UYsDwCAjvng==,0,0,0,0,0,0,0,2957
AWSUS#fu2eq6gJOgOa7S/BIdKctA==,0,0,18,0,0,0,0,798
AWSUS#hxGlLIYDUeqK04Lucjfxyw==,33,0,1103,19,0,132,0,406
AWSUS#QumvSwklJyxeCAYLWpZgIg==,0,0,63,0,0,0,0,162
AWSUS#coEgLGwrteb30Qe4/nTAUg==,0,0,7,0,0,0,0,141
AWSUS#HigBUlHqJUjmlwImH+bwNg==,0,0,0,0,0,0,0,2498
AWSUS#WWq6AkJkgtJDbL5xw1jvig==,0,0,11,0,0,0,0,2906
AWSUS#mlcLhTqQvcJvByP/LXLTbw==,0,0,15,0,0,0,0,469
AWSUS#/Co/3rRkz2OUIOgiBxa/qA==,0,0,27,0,0,0,0,427
AWSUS#wUVXg/afE4lukO9QtRiYKg==,0,0,7,0,0,0,0,86
AWSUS#tNVFiB7VHzptZy2q+fp1TQ==,0,0,0,0,0,0,0,268
AWSUS#1OHZKlvkm5lxGaZNrEdDFg==,0,0,0,0,0,0,0,3
AWSUS#O7QhuwfRaiQquFTMkATGFQ==,0,0,17,0,0,0,0,195
AWSUS#0IvfVJ3GHPMc3lVGk/oSUA==,0,1,80,0,0,0,22,4074
AWSUS#kCun9mL1BibqWUutehI+oQ==,7,0,49,7,0,21,0,326
AWSUS#mcMOVHBVsPMzMDl2VnNjwg==,0,0,10,0,0,0,0,4074
AWSUS#mwSeOdceWnGEIsuyaqcVeQ==,0,0,0,0,0,0,0,115
AWSUS#JJF4FcTr5SNdzxyVAIRFPg==,0,0,0,0,0,0,0,2656
AWSUS#RhRJlMRIWVqWZwx83ummnw==,32,1,713,8,0,154,2,364
AWSUS#SETc9iKa++SOR+bz0KRgUw==,0,0,4,0,0,0,0,399
AWSUS#oCEwKpxOMciTCIbgP1IBkw==,0,0,19,0,0,0,1,4074
AWSUS#SopDRIDgtWUfCK0kNBdmaQ==,0,0,0,0,0,0,0,97
AWSUS#NtHkIJ/QP0prWzQsrmN92g==,0,0,0,0,0,0,0,3361
AWSUS#QZr9JZukDc1+sTX1M7Z5Lg==,0,0,0,0,0,0,0,532
AWSUS#Myz9UnZTsQyTBce+20QTDA==,0,0,3,0,0,0,0,3496
AWSUS#YdDLi9irUxZR7C8AvMKl8A==,15,0,201,0,0,31,1,4074
AWSUS#1U+hduNseBfuzUPjhRUkBA==,0,3,152,0,6,0,21,4074
AWSUS#i1pZnrSuKZ1vmiVUxLQchA==,18,1,97,4,1,138,7,4074
AWSUS#ZuT0SZJljnu1z3d28YMgow==,0,1,117,0,2,0,11,4074
AWSUS#5FHsrpUL7AHmyCEmm7g+DQ==,0,0,16,0,0,0,0,86
AWSUS#NlMUgz6wocVlqIRHmXm4SA==,0,0,0,0,0,0,0,3278
